@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {anger, no_anger}

@DATA
'MENTION I want too soo bad I hate missing GUMBO but I have a shoot tommorrow that I have to be at for 830  So No GUMBO for me',anger
'hates scaleeeee',anger
'MENTION  Aww bless hope the phones okayy  x x',no_anger
'Did NOT get paid today',anger
'MENTION I was thinking there should be a thumbs down button for Cry me a river',anger
'stupid wireless',anger
'MENTION youre welcome',no_anger
'MENTION hey alexa you heard right  looking forward to causing some mischief on friday',no_anger
'MENTION like the name  what kind did you get',no_anger
'MENTION yeah real hard but I know youll get by with it smile',no_anger
'MENTION MENTION oh look its our new house in santa barbara URL  hahha i wish',no_anger
'WTF facebook just cleared out my whole survey and i was on the last q this night gets better and better  what else is next',anger
'cba with exams 17 left',no_anger
'Im not sleeping at all until MENTION accepts my appology',anger
'MENTION bugger didnt know that  shame people have to stick there nose in',anger
'MENTION lol my current mp3 player is a brick It would be nice to have something slim',anger
'Came home after getting ratty in a shop with the staff and a blister on the foot Meh',anger
'im sosososo sad i should be seeing cory lamb in a few hours  i love that kid',no_anger
'i hate working especially when the weather is good',anger
'MENTION Im putting in Societe Generale in China Very interesting stuff but has me away too much  gotta fix that',no_anger
'Just saw a male Baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this am',anger
'knows its all going to sort itself out',anger
'i get a message that my account is suspended as far as i know i havent violated any terms contacting twitter now',no_anger
'gifts  honesty box messages has been discontinued due to abuse   hehe dal facebookov aplikace na hovno',anger
'MENTION I hate that Costco always costs us so much money',anger
'MENTION beating heat with tea  Try some masala chaas',no_anger
'MENTION why r y depressed  i mite b moving earlyer than i thot',no_anger
'MENTION no turkey leg i cant believe it',no_anger
'whats the point of wisdom teeth NOTHING grr in so much pain and i look like a chipmunk FML',anger
'fuck you is all i have to say',no_anger
'MENTION they did',no_anger
'my feet are coldi hate when my feet get cold',anger
'MENTION shut up fool where you been at i dontlike the fact that you keep abandoning me',anger
'me and my friends are just sitting here and searching for pictures on google   haha my friend found pictures of her father haha',no_anger
'Out for an evening on the town with jeremy Sad Carrie cant come',no_anger
'Can I get some gd news for gods sake',anger
'i hate storms',no_anger
'MENTION my computer is being stupid and wont let me vote   if i could i would vote for u',anger
'I somehow miss you',no_anger
'I hate when my bf beats da dogs But I guess that the only way to teach these pitts',anger
'MENTION sure is',no_anger
'MENTION dont worry i will i HATE it when nobody comments on my pics',anger
'i just murdered two fucking mouses now i cant sleep',anger
'MENTION looking forward to the reading this post as I like your no bullshit writing and often learn a few things',anger
'MENTION yeahh  idk if i like owen anymore though i kinda lost respect for him in an episode i recorded',anger
'MENTION erocka the ruler i called you but i see i gets the no love   whats up with that',no_anger
'MENTION Yes Need to listen to sad SPSongs',no_anger
'i already hate my tan lines  oh well better get used to them',anger
'i hate rain and people',anger
'Want Trip to Boston next month Need Additl motivation to save the  to do so  Beloved daughter wants to go with which  2x the',no_anger
'MENTION very relaxing thank you Hope you get to put your feet up tomorrow and enjoy the day',no_anger
'MENTION mighty boosh kicks arse',anger
'bgt What happened Greg  That was a rubbish follow up',anger
'MENTION TV is shitethank god for youtube',anger
'There my laptop is dead  lucky I got my fone lol',no_anger
'what am l doing nothing much atm',no_anger
'Im really getting sick ugh Fuckin nursing homes Laying in bed might go run later watch some more movies with Austin Sara  Sami left',anger
'I cant think of a way to express in 140 chars how disspointed I am with the advertising on Lifehackers Why I Didnt Buy A Mac article',anger
'MENTION thx for the suggestion  I dont think itll be easy to convince her cold calling isnt aweful tho',no_anger
'In a philosophical mood tonight wandering round after dark does that for me',no_anger
'Good show sleepytime Goodnight moon',no_anger
'On train with at least two gaggles of teenagers sitting  the commuters squished standing in the backat least the teenagers let me sit',no_anger
'Is UPS like the cable company and doesnt show up til the last possible moment Id like to take a nap before school gets out',anger
'two hours till our offer on the house expires  no word yet Come on people sell us your house Parker Colorado',no_anger
'MENTION reads phone book Hugh Clancy Hugh ClamentsNope no Hugh Clap  Poor Holly though shell grab pity votes like a shark',anger
'I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc',no_anger
'I hate funerals',no_anger
'Had a ton of fun w muffin today',no_anger
'MENTION thats a given bitch cuz ill be there  me  vegas actually not',anger
'MENTION cool im glad you had a good time  x',no_anger
'cayogial i wanted to come to BZ this summer  not so sure anymore a teachers life in the summer SUCKS',anger
'Weetabix and Choco milk  Yum',no_anger
'itS freezing and raining here',no_anger
'MENTION I really miss you right now',no_anger
'my dads being an ass',anger
'watching role models absolutely hilarious',no_anger
'MENTION Check out my latest FB post  Things I want to happen I dont think you can miss it',no_anger
'gooooodnight  i fully gave up on my english pride and prejudice love the movie HATE the book',anger
'i JUST fucking cleaned the whole kitchenand the asshole comes home  is going to make a mess of itmy mom didnt even get to see it',anger
'Upset  bout to talk to someone but idk who though',no_anger
'my gap year is going so quick',no_anger
'Please read my friends post and leave a comment  URL',no_anger
'Feeling nauseous and cant sleep',no_anger
'my sisters fucking pc just blued screened me',anger
'I went over the limit for actions per hour for twitter clients  i hate that limit',anger
'Oh fml its probs gunna be at shepards bush  i hate it there',anger
'first day of summer sucks its overcast and cold  this isnt summer',anger
'Im Twitter dumb Just saw my thecraftpantrycom  all the kind folks whove tweeted me AHSo sorry Im not ignoring you just SLOW',anger
'MENTION argh I dont like ebay I got outbid at the last second',no_anger
'feels slightly better but damn i sure do miss himhes going to be so hard to get over  i messed it up donutscomfort',no_anger
'Show gratitude when someone does something nice for you A small Thanks goes a long way   MENTION   twitip',no_anger
'MENTION OHH haha ok thanks',no_anger
'I really need to sort out a bird table and some feeders  the robins and blue tits are being bullied',anger
'Im so very tiredand have insomnia',no_anger
'MENTION or a punch the shape of the card on a card on a card on a card and then ask people what it is for free cards',no_anger
'thinks malibu is the drink for me lets all hit the bottle  woop woop xx',no_anger
'My ear are popping',anger
'lohang is listening to music really happy about librefm audacious combination  heres my profile URL URL',no_anger
'DIDO US 2 Little Gods URL Just this moment Let it all stop here Ive had my fillwords that make you panic',anger
'MENTION LOL i know i only get to read it sometimes though cos my dad always chucks it out before he gets home',no_anger
'gawww why is facebook being so slow',anger
'MENTION Hey Hey I got this custom designed one of a kind Superfresh T over here with somebodies name on it collecting dust',no_anger
'U know I didnt care for that wolverine movie and Im a xmen fanatic That joint sucked to me',anger
'I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers',anger
'lifs unfairluk wat it did to ma frendi m so hating it',anger
'damn another day at the office the sun is bursting from the skyand the women are eh wellback to the keyboard',anger
'i have to study O talk to you later  xxx',anger
'OK crowdsourcing failed',no_anger
'MENTION  Dont forget Twitter the bastard stepchild of enablers',anger
'MENTION its a travesty no and the people who are doing this said theyd THINK about involving joss whedon',anger
'On my way to lake geneva and I miss my laura',no_anger
'MENTION well I hovered over the button LOL NOT  sleep well Tiff and you are welcome',no_anger
'MENTION  I can relate to the frustrationI ruined my wp blog many times during updatesThey warn you a few timesback the  up',anger
'Ugh I cant access through my mobile web',anger
'MENTION wont work  and it keeps disconecting my pod  I officially hate it now',anger
'MENTION possibly NyQuil will get me through tonight though  Doctors Monday I hope for the swine just so I can be on google mapsjk',no_anger
'MENTION Potter are also in that category Hehe 3 I love you too So much',no_anger
'MENTION  touched a real live Cube in Hamilton Dealership closed  couldnt sit in it though',anger
'Im mad cuz i cant get any picture to work',no_anger
'Fkkk at the nurses coughing up my lungs',anger
'MENTION  i love jeopardy take that',no_anger
'Conserve water Take showers together',no_anger
'Working on my resume while listening to the rain and enjoying a Circus Boy',no_anger
'MENTION I feel sorry for your nails lol I feel fine thank you',no_anger
'Season 1 of Lie To Me was serious Damn now here comes the wait',no_anger
'My stomach is killing me do j cant sleep',anger
'24 hours and 400 later and I hav a new telecom phone that dosent work  Stupid telecom',anger
'finished  took me about two hours but i got a B on it',anger
'MENTION I can only promise about 150 or so',no_anger
'has got a degree in BS',no_anger
'just left work inventory was way easy  and I got to put in my highschool musical 3 cd it was amazing goodnight goodnight everyone',no_anger
'argggggg car crash tv its just sooooooooo horrible to see her like that  bgt',anger
'I hate thunder and lightning',anger
'MENTION i wish you were playing at MY prom',no_anger
'MENTION Were running out of things to tweet to you  Wish we could get your reply Come to the Philippines  TWEEET',no_anger
'nothing to do on a friday night',no_anger
'MENTION  wtfwinter isnt due til monday am freezing',anger
'Hates bleech Messed up my black outfit',anger
'MENTION I dont know who gon do the yelling  cussing for upgrades when u go',anger
'is watching the jonas brothers special on sky movies',no_anger
'MENTION ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink  owwwwwwwwwwwww',anger
'just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS',anger
'Didnt sleep good last night Woke up with another bellyache  whats wrong with meeeeeee',no_anger
'Sorry for the triple twitter post was having trouble wStocktwits account  I try not to clutter up the Twittersphere',no_anger
'my mind is racing  bc of 4 words he wrote  I hate him but I hate her most  and I cant keep from falling for him',anger
'MENTION nope not comin up 2nite gurl',no_anger
'MENTION aww what kind of dog do u have I have a chihuahua named Zoey',no_anger
'Happy mothers day',no_anger
'Back home  Had a great time',no_anger
'just got a haircut NOT happy',anger
'MENTION You got me singing Falling in Love now Only Im changing the week day to Saturday Doesnt quite fit',no_anger
'cant sleep so im watching some more Gilmore Girls',no_anger
'MENTION Girl if you were part of the tour I would seriously be the first in line for tickets  Just sayin',no_anger
'MENTION Will have to its only across the water and all Just damned expensive',anger
'has the best friends in the entire world  Thank you for making the banquet and today so special',no_anger
'ive very picky about what i put in my mouth i hate onions they make me cry',anger
'sososo bummed like really bummed i hate this rain ruin my date',anger
'MENTION  Ive been single so long all I have is a Hans Solo',no_anger
'so disappointed with human kind   Whats wrong with the world  I have five girls in the garden innocently enjoying the good weather',anger
'almost died Laptop screen was set to 100 brightness after I reinstalled Windows Vista Got a headache now  insanedefaults',anger
'this sucks im tweetlessand i fn hate money why does it have to be an issue',anger
'MENTION Hiya hun Its just not my day Dentist appointment ouchnotebook being a bitch Feeling sick  Hows you',anger
'Is A Very Happy Bee She Is Starting To Feel Better  Cant Wait For Her Birthday what is 23 days',no_anger
'MENTION yes  and ily',no_anger
'just got up and updated my ipod',no_anger
'oh its raining i haaaate it  It was a great violin lesson3',anger
'MENTION You know we dont believe half of what they say',no_anger
'MENTION Yea once  me and my friends flew out to amercia to see her w the Jonas brothers   have u haha i hate bebo p  aw cant wait',anger
'Cleaning my house on a Friday night',anger
'chili cheese fries a bad idea for lunch',no_anger
'MENTION sry twitterfon is kinda shit i will stay at tweetie  this world is so unfair you always have to pay for good stuff',anger
'MENTION  i have to break the twitterparty im off home soon',anger
'MENTION much appreciated  yeah it sure is a challenge and a great reward wouldnt trade it for anything',no_anger
'Not well again MENTION its definitely not hayfever',no_anger
'fuck you tony',anger
'Then back to fucking school',anger
'MENTION Thank you',no_anger
'I WISH I LITERALLY COULD FUCK JUST ABOUT EVERY NIGGA IN THE WORLDIMA NYMPH',anger
'Just got a shot on my arm Eww',no_anger
'MENTION it could be a bad idea Hayley',no_anger
'Stupid hand Have A2 and flop nut low and top pair But guy had also out low and out flush Quartered  at 5900',anger
'Sharapova loses 1st set 61',no_anger
'MENTION to go in their next live chat',no_anger
'MENTION The sweety sat on the table this morningJust woke up Very sweet OhbtwI think ill be home around 7 pm  Xxx',no_anger
'MENTION smh Your whin with that comment',anger
'MENTION No Im in the US for the weekend not the UK',no_anger
'Damn its warm Want to stay out the back garden to protect the doggie from the bastards next door',anger
'MENTION Other than that you are totally bereft of faults in every way',no_anger
'MENTION awwww     ah well at least I can sober up for a week or 2 and possibly get to the gymu gonna make music live xx',no_anger
'is home  excited that gemma is getting her breaking dawn MWAHAHAH evil laughis angry with hopeless assholes',anger
'feeling really sick  watching the fifth element and about to smoke a cigg ugh i hate colds',anger
'No credit left on my mobile sorry Brit pounces back Thanksss Tania for the EPIC photoshoot',no_anger
'MENTION Here Im staying up with you and youre not talking to me   hehe',no_anger
'MENTION i could have got you some from work and not paid more than R20 per 2l',anger
'I need a blankie  this trains an icebox',anger
'GIVE A HATER A Hug  Why would you do that I dont like mwean people',anger
'Its weird being at the guys house without them here I dont like it',anger
'They have some BOMBBBB food  dessert here at Prom Im sooo satisfied hahahah  Everyone looks pwetttty',no_anger
'is learning how to play Waiting for Love by Pnk on acustic guitar  epic',no_anger
'I hate the dentist',anger
'The weather is gross outside It puts me in a bad mood',anger
'hates not having money  roll on payday',anger
'I hate when its cloudy I either want it to be all sunny or raining Its cloudy',anger
'URL  pretty damn good friday night',no_anger
'stop making assumptions about me when you dont even fucking know me  haha stupid bitches thanks for defending me matthew',anger
'MENTION Awake Suprisingly Couldnt get to sleep last night so gave up and pulled an allnighter  How are you',no_anger
'MENTION SAN DIEGO MOVE DOWN HERE although whether right now is pretty cold im waiting for the suck so i can go surf  I LOVE YOU',no_anger
'Ugh what an amazing night Time for bed I know im gonna sleep well And with no getting up early  good night',no_anger
'MENTION IT WAS JAM ALL OVER THE ISLAND Till Im havin migraine now',no_anger
'MENTION yeah its super crap today   Stupid writing  ugh',anger
'getting ready for school reading whats going on on set in Montepulciano and practically crying cause im not there',no_anger
'MENTION  Good eatin   Hey follow my son MENTION  Hes on now',no_anger
'Just saw my boo he went back to work now time to do my hair but its going to rain WTF',anger
'MENTION noooooooo  i miss you sooooooo much gaah',no_anger
'hopping in the shower MENTION you can help me tidy my room  its a shit hole mums fucking friends',anger
'MENTION sorry change of plans for me    revision for monday exam in a park with one of my friends',no_anger
'MENTION u suck had i went to jail i couldnt tweet anymore',anger
'MENTION I have 30 minutes to go Then a 3 day weekend leading up to my birthday on Tuesday I have to work on my birthday',no_anger
'soooo fed up with this',anger
'Sad that I wont see Deb for two days',no_anger
'MENTION MENTION i have to wake up earlier than i thought my dad wants me to take him food at 9AM no0o0o0o',anger
'perfect night in nj',no_anger
'MENTION  just listened to the songs on your myspace  really good',no_anger
'Good morning Twitter',no_anger
'This is getting on my nerves I cant change my pic',anger
'MENTION I always feel guilty about it',anger
'MENTION I hate doing em but get dragged here by MENTION at least its a beautiful day',anger
'ughh on the phone with HP',anger
'Just found out one of my ankles is swolleneeks now it hurts',no_anger
'Which would be a lot easier to get if plane tickets to AZ didnt raise 80 in price',anger
'i have become my mothers slave',anger
'MENTION Hahahaha Its not horrible if others were singing with Im sure it could work I wish I could afford my own drum set',anger
'Wanted to buy Amber Bensons deaths daughter today and no where had it',no_anger
'It is so annoying when she starts typing on her computer in the middle of the night',anger
'is STILL sick But still loves revenge and the possibility of more revenge to come',no_anger
'My brother is making banana shake Yesterday he made mango shake Hes our shake guy',no_anger
'MENTION Awww I HATE that one',anger
'MENTION Lol  Its NOT the same',no_anger
'MENTION Just read those tweets and it sounded like i was getting on at you  I swear not what I meant to do',no_anger
'MENTION Your post reminded me to sit something out Looks like steak for dinner',no_anger
'Yorks V Lancs on the telly Not going too well for Yorkshire',no_anger
'TGIF I dont like 12 hour workdays  I need to stand up run around 4 a while too much sitting Plus I have honest ade tea 2day YAY',anger
'MENTION Agreed the review process is unfortunately not a very fair one    iphonedev',no_anger
'Ugh Why isnt inFamous on xbox360 Fucking lame Its only on PS3',no_anger
'i thought it was already winter turns out winter has even started',no_anger
'MENTION  you should come to Chile and your band too why everything  happens far away from here lol were losing good live music',no_anger
'MENTION my grandpa called wants to know what you are doing with his hat and when you plan to return it',no_anger
'hates putting in new contacts',anger
'Enjoying the happiness of this special day Another day that I can make the best one of my life',no_anger
'watching the simpsons',no_anger
'i dont wanna do this anymore but the couch is jus sittin in the middle of the floor do i really HAVE to finish',anger
'MENTION  hhahaa    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy3 love that dog',no_anger
'why is this english homework so hard  i seem to be getting nowhere',anger
'MENTION  you have my vote  want to see gino in drag please post pictures',no_anger
'In pain from earlier gym session  a necessary evil after too much beer this past year',no_anger
'does not like ups much today',anger
'MENTION tokens havent been working for me all day',anger
'damn my photo is gone',anger
'MENTION Warren has just died hannah has been killed and Im gutted I love warren even if he is nasty',no_anger
'twitterfails fucking hard right nowthis is annoying',anger
'MENTION ive never been to the opera beforedont think that was me',no_anger
'is feeling bad  just got bad news about my Mum',no_anger
'aww dude no fair i thought that was the point of this thing',anger
'Fuck the day flies when u got 3647 things to do and only 8 hours to do it in',anger
'Watching the Broncos vs Chiefs 1994 Montana vs Elway on NFL Network  I still have nightmares about this game   FU KC',anger
'Hope ur all havin a nice Friday Been feeling down this past week since my dogs passing',no_anger
'MENTION Not a fan of the layout change of hyperlinks I dont like the indentation and well Im clicking and no link shows',anger
'my knees are sore after physio',no_anger
'MENTION britain is shit',anger
'What a gorgeous day And Im going to be stuck in a lab for the next 9 hours or so',anger
'MENTION back to the lovely land of the north',anger
'MENTION Wednesday you are joking me that soon  whens the partaaaaaaay',no_anger
'MENTION take a medicine',no_anger
'My lowerleft molar stings whenever it comes into contact with sugar of any sort',no_anger
'is home',no_anger
'still awake will get some sleep i have to drive to Fortuna early Red Bull will guide me',no_anger
'not ready to say goodbye to spring awakening tomorrow ugh  anyone else going to be there',no_anger
'Phooey  Theyve planned CAMPING for my class reunion I Hate Camping and being the only single girl left from my graduating class',no_anger
'MENTION I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldnt feed us',no_anger
'MENTION thanksdo you guys have a showroom as well Wanted to chk them out in the flesh Quite cool lamps and the wife is impressed',no_anger
'MENTION my keys were cracking and crap I kind of miss my old phone already',anger
'MENTION not  you me just drank too much',no_anger
'MENTION Thank you Very kind of you to say that',no_anger
'back to Salvador Wish I was in Sao Paulo to see the second concert',no_anger
'MENTION tell your friends to tie you to the railing I expect a tweet tomorrow about headaches and feeling tired',no_anger
'i may cry damn this weather got my ass burnt nt literally jus my shins arms n chest legs hurt lyk a biatch  slightly enjoy it tho ha',anger
'MENTION of course youd be going there when Im not there',anger
'Going to bed Today was another good if uneventful day',no_anger
'feels the same way about cherryflavored items as Shannt does about grapes Strange but true',no_anger
'MENTION Im also watching a movie with friends twilight',no_anger
'MENTION Damn i wanna see the rest i only saw like 30 minutes',anger
'Gotta go back out there',no_anger
'stuck in stupid Jeuno with flag up  Wish I was in Windy fishing',anger
'Should have gone to bed ages ago damn you tedtalks  Gotta get up early too',no_anger
'Sad making Bought Guitar Hero Metallica for my hard working soldier and it is not reading disc',anger
'Bollywood fims  egyptian tea',no_anger
'MENTION hey hey ur following me  ur gna relise that i tweet ALOT haha more than a normal person wud but im not normal',no_anger
'College work sucks so much',anger
'night 5 not talking to my victor  im so bored at night now grrrr i hate this shit',anger
'k going to curl up and watch random mindnumbing DVD in hopes that rest will cure runny nose Night folks',no_anger
'MENTION yup  Now I can join in on the nin access fun',anger
'MENTION of course cough I mean no 15 hours extra testing and debugging time',no_anger
'Well my dog still isnt at the shelter I hope someone good has him',no_anger
'MENTION He needs to go back to his Scotty That is what he was using when he won last year',no_anger
'Waiting in a long line at chickfila',anger
'Thank you to all who recommended me for followfriday  SundayShoutout',no_anger
'I HATE when my alarm doesnt go off',anger
'MENTION yes but they hate it when we do itsilly boys',anger
'My parents wachting tv but it is terrible and there is nothing else  me so sad',no_anger
'2orw Nooooooo I want to go back to Newcastle',no_anger
'MENTION  I am not a pussy damnit  sending you an email right now btw',anger
'MENTION okey',no_anger
'THANK YOU MENTION sana matanggap ako  URL',no_anger
'School can blow me He looks nice today thoughh',no_anger
'i hate feeling like this about him  i need a break away from everyone as soon as exams are over im defo off to portsmouth for a bit',anger
'i used to have an ozzy osbourne pillow my mom threw it out i miss that thing',no_anger
'almost everyone can suck my clit right about now ive had it up to here with people fucking me over',no_anger
'MENTION Dude you could totally get that then sell it to some Denton musician and profit',no_anger
'MENTION when you havent had one in over a week that was a really mean joke he just played on me',anger
'MENTION awww whats the matter kyra we  SugarLoot miss you',no_anger
'MENTION i think i am a bit in love with his creations and wit but not that physically attracted to him although he has great style',no_anger
'its my last friday of my high school years',no_anger
'I have had it with job hunting I try all day and nothing works  I bet I couldnt even work at the strip club because of my cider belly',anger
'MENTION the nonEuropers managed to dump the sun here its gonna be a hot time now',anger
'stuck in anniston mississippi because we got in a car accident  now im scared to drive  boy drivers ed should be fun this summer D',no_anger
'MENTION I got you today',no_anger
'MENTION  awwthats my last one RooOop',no_anger
'MENTION they are terrible little beast but if the garden is small you can simply collect them or you can buy poisonous food pellets',anger
'IDIOTatMilanQ Heyy Thnks For The Follow  Have A Good Night FrankWhyte IDIOT',anger
'MENTION Im not getting your updates to my phone  Im trying to figure it out but it makes me sad',no_anger
'There  was just a horrific fight at my school  glad everyone is ok and that its Friday',no_anger
'There is nothing for me to do here  wk i should just go home Or i can go look at bathing suits  bah humbug lol',no_anger
'I so want to be a part of Windows Clubhouse but my WL Spaces blog is random and not the place where I share Windows stuff',no_anger
'MENTION i think i have mine in hangers in the closet',no_anger
'Geometry is so Damn boring  waste of time 20 more minutes left',anger
'i am listening this song shattered by Tynisha keli   wwwmyspacecomtynishakeli',no_anger
'MENTION WHERE',no_anger
'I have been awarded my first ever credit card',no_anger
'ughh feel rubbish',anger
'Tummy hurts  oh noes',anger
'o damn i just accidentally listened to rick ross',anger
'MENTION Me too',no_anger
'I was hoping to sleep in tomorrow I guess its not happening  Stupid blood tests grrr',anger
'Also with the not driving part i could afford a laptop Also living with a roommate i would save even more',no_anger
'Its not now Nor has it ever been Weigly North Have avoid drive home',anger
'Hey ugh im sick and its summar',anger
'I cant sleep ugh and I have shit to do all damn day tomorrow Wanting to take a sleeping pill but I know Ill get up late',anger
'I dont want to quit my job',anger
'i loudly said something  my coworker replied i dont know brian klemm But even I love brian klemm   MENTION',no_anger
'rah rah youtube isnt working again oh great',anger
'my new dress looks sort ofhorrible   URL',anger
'I can only message those who message me if were fwendsso those that want repliesfollow me  hmmthat sounds funny',no_anger
'Bed its time hope i go to school tomorrow all though i dont feel very well right now',no_anger
'Pappadeux has some yummy strawberry lemonade',no_anger
'My throat is on fire',anger
'MENTION  sucks',anger
'MENTION Fuck you',anger
'MENTION Awwwww',anger
'MENTION jersey weather  and good on you for the charity drive',no_anger
'MENTION see i never got kyile not then not now  see I must have some taste',anger
'awww poor little girl on britains got talent',no_anger
'MENTION POOOOOOOOR SHEEEEP',no_anger
'still feeling crangsty  but sushi for Mariannes bday tmr tonight then pedicures finally even so I hate feeling like this pouts',no_anger
'coldso cold fuck',anger
'MENTION Well I asked you a few days ago and you said money was the only thing holding you back Saturday or something',no_anger
'MENTION no    I kind of miss my first main   Male Tauren Shaman named Icewater stuck at 61  Maybe Ill fetch him one day',no_anger
'MENTION Oh Im so sorry I feel your pain I cant kill them either and Im always the one that finds them Why is that',anger
'MENTION Happy Mothersday btw Look at the bright side you can chill all day today',no_anger
'OHHH darn forgot about a phonecall I had to make since Monday GREAT now theyre closed',no_anger
'MENTION thanks I deserve it',no_anger
'Q what happens when you dont marry your ex A you dont get a ring therefore ending up with NOTHING to pawn when u need',anger
'MENTION Feels good  Now the hardest part will be to keep it empty every day Or at least several times a week',no_anger
'MENTION  finally some sleep in silence',no_anger
'MENTION yes please  and if youre gone i might actually get some work done lol',no_anger
'MENTION yeah surrrrrously we win',no_anger
'MENTION I know right I have such a lead foot',no_anger
'frustrated by my stupid iPhone I need a blackberry',anger
'MENTION hahah I wish that was true This is really really bad  just gonna stay home and chill tonight And as usual I REALLY wanted to go',anger
'Just been bitten by SmoothStreaming it doesnt seem to work for my clients linux usersfanfrickingtastic',anger
'school is so pointlesss seriously though 7 days of school left and all we do is watch movies and make powerpoints let me leaveeee',anger
'MENTION goodnight baby loll jk night',no_anger
'MENTION   What did I do to you  sheesh',anger
'MENTION I hate how I wont see you ever again and especially next week because I wont have anyone to go yum cha with',anger
'This is exactly y I hate driving thru dandy  sittin at lights next to a car of asians who r callin out to me  1 held up a knife  scum',anger
'MAD AS HELL SOMEONE STOLE MY PINK  BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY HELL BLESS ME ABUNDANTLY',anger
'Had to take my bad ass dog to the pet hotelso sad',no_anger
'MENTION why you never answer me  wath i say to you',anger
'off to mothers day brunch with the gang YAY Its not the Zoo but should be just as much fun',no_anger
'seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really',anger
'Is waiting yet again please just let this to be over',anger
'hanging out with Rex missing Alabama and my Nanna already',no_anger
'Aww I lost 3 followers  FOLLOW ME',anger
'MENTION thx for following',no_anger
'i hella wanted a sausage mcmuffin but when i gt there breakfast was over',anger
'courtneynewton OMG SHUT UP sorry still venting at that person whos annoying me Its none of you I swear',anger
'MENTION Agreed Though Eclipse apps hinder collecting the heap dump by catching OOME Had to muck about in JConsole',anger
'MENTION See you October Love the new book whens the next one out',no_anger
'im gonna die of a heart attack one of these days if i keep going off to bed this pissed  GGGGGGGNITEEEEEEEE',anger
'Left Up due to outoffocus projection   Hopefully my complaints to theater management will get it fixed for everyone else still there',anger
'Frustrating when u r in the mood but your partner is at work Ugh',anger
'MENTION I miss my cats But not on Sunday mornings Mine did that to',anger
'MENTION Thanks for the hint  URL',no_anger
'I wish I could get my nails done  stupid job',no_anger
'Anyone got any remedies for neck pain Havent been able to turn my head properly without a bad twinge for a few days now',anger
'Especially hard to get out of bed with myself this morn Cuz Im hot   Now running late stuck in front of the mirror checking Myself Out',no_anger
'im writing an exam on a SATURDAY  that should be illegal  wheres my weekend',anger
'Ok NOW I can hit the hay Thank you',no_anger
'I just want this whole day to hurry up',no_anger
'I am unhappy',no_anger
'MENTION I think he is  wish we could give him a tear or some blood to make him feel better',no_anger
'MENTION seriously technology isnt always my friend Nothing like doing double research',anger
'ending my show with Disturbed Just Stop holla at yall sunday night',no_anger
'MENTION well thats not nice hope ur all good now',anger
'MENTION voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset',no_anger
'wants to move to QLD already this cold weather is killing me',anger
'A central lesson of history is that States are parasites which always expand until they destroy their host population  Stefan Molyneux',anger
'is going out in the rain',no_anger
'Shen computer just broke  Time to get the old IBM out',no_anger
'I think my computer is sick',no_anger
'I worked more today than I did yesterday but my time card says that I worked the same  oh well Hello weekend',no_anger
'ok  i got my nails done to day an the are sweet',no_anger
'MENTION its definitely worth it art not withstanding  I hate moving and hate packing even more',anger
'Going to get some coffee',no_anger
'Bored making a mothers day card',no_anger
'midnight cry wish the person I wanted wanted me right now',no_anger
'MENTION copy  paste fuck cunt tosser piss flap a 10000000000 times',no_anger
'MENTION Im still at work',anger
'I just told the people that matters the most to me to just leave me alone I fucked up again',anger
'MENTION wheniwerealad can you explain how that worked lol  and no rude  explanations pleeezzze',no_anger
'Lost at bowling again  why do i suck',anger
'MENTION yay but you missed naptime',no_anger
'MENTION My friend is a massive Beatles fan and she wasnt impressed',no_anger
'MENTION sigh exams aint no wer neaaarr finished i have 3 next week  bin stressd and i aint guna b bak till end june',anger
'For some dumb reason my dresser is sticky on top And for another reason a family history book got attached to it  Now the back is jacked',no_anger
'MENTION  sigh',no_anger
'Im going home now Have you seen my new twitter design Quiteheavenly isnt it',no_anger
'ok twitter I almost pass out because of you bastard',anger
'Ugh i have boom boom pow stuck in my head and i hate that song',anger
'The toaster oven was my fault Now Im going to look like an idiot in front of my father',anger
'Trying to get out to enjoy the weather  train a little Some minor beer tasting activity took place yesterday with MENTION etc',no_anger
'trying to draw some mangaanime for our new website  very bad idea   URL',anger
'i hate my new section this school year huhu',anger
'dont you hate it when you finish all your work and theres still 125 hours left of work time',anger
'On the subject of frosty beer  My bloody fridge has conked and my beer is warm',anger
'I always feel sickly when I wake up  Well got a busy day ahead of me Yippeee',no_anger
'What a burden Abit of a fail lunch with Dan',anger
'MENTION Since T will be away  COME TO TUCSON',no_anger
'MENTION When are you and MENTION coming over so we can violently agree',no_anger
'Shower Then back to bed So sick still',anger
